,Node1,Relation,Node2
1940,epidemiology,CLOSELY_RELATED_TO,descriptive statistics
1941,epidemiology,SUBJECT,demography
1942,epidemiology,SUBJECT,environmental social science
1943,epidemiology,SUBJECT,epidemiology
1944,epidemiology,SUBJECT,health sciences
1945,epidemiology,SUBJECT,public health
1946,medical statistics,CLOSELY_RELATED_TO,descriptive statistics
1947,medical statistics,SUBJECT,pharmaceutical statistics
1948,medical statistics,SUBJECT,applied statistics
1949,medical statistics,SUBJECT,biostatistics
1950,medical statistics,SUBJECT,medical specialties
1951,medical statistics,SUBJECT,medical statistics
1952,chemometrics,CLOSELY_RELATED_TO,descriptive statistics
1953,chemometrics,SUBJECT,analytical chemistry
1954,chemometrics,SUBJECT,applied statistics
1955,chemometrics,SUBJECT,cheminformatics
1956,chemometrics,SUBJECT,computational chemistry
1957,methods engineering,CLOSELY_RELATED_TO,descriptive statistics
1958,methods engineering,SUBJECT,engineering disciplines
1959,methods engineering,SUBJECT,engineering statistics
1960,methods engineering,SUBJECT,industrial engineering
1961,methods engineering,SUBJECT,operations research
1962,probabilistic design,CLOSELY_RELATED_TO,descriptive statistics
1963,probabilistic design,SUBJECT,design
1964,probabilistic design,SUBJECT,engineering statistics
1965,probabilistic design,SUBJECT,quality
1966,statistical process control,CLOSELY_RELATED_TO,descriptive statistics
1967,statistical process control,SUBJECT,engineering statistics
1968,statistical process control,SUBJECT,quality control
1969,statistical process control,SUBJECT,process management
1970,quality control,CLOSELY_RELATED_TO,descriptive statistics
1971,quality control,SUBJECT,design for x
1972,quality control,SUBJECT,engineering statistics
1973,quality control,SUBJECT,management
1974,quality control,SUBJECT,production and manufacturing
1975,quality control,SUBJECT,quality
1976,quality control,SUBJECT,quality control
1977,reliability engineering,CLOSELY_RELATED_TO,descriptive statistics
1978,reliability engineering,SUBJECT,design for x
1979,reliability engineering,SUBJECT,failure
1980,reliability engineering,SUBJECT,reliability engineering
1981,reliability engineering,SUBJECT,engineering disciplines
1982,reliability engineering,SUBJECT,engineering statistics
1983,reliability engineering,SUBJECT,materials science
1984,reliability engineering,SUBJECT,software quality
1985,reliability engineering,SUBJECT,survival analysis
1986,reliability engineering,SUBJECT,systems engineering
1987,reliability engineering,SUBJECT,reliability analysis
1988,system identification,CLOSELY_RELATED_TO,descriptive statistics
1989,system identification,SUBJECT,control theory
1990,system identification,SUBJECT,dynamical systems
1991,system identification,SUBJECT,engineering statistics
1992,system identification,SUBJECT,systems engineering
1993,system identification,SUBJECT,systems theory
1994,system identification,SUBJECT,biological models
1995,actuarial science,CLOSELY_RELATED_TO,descriptive statistics
1996,actuarial science,SUBJECT,actuarial science
1997,actuarial science,SUBJECT,applied statistics
1998,actuarial science,SUBJECT,demography
1999,actuarial science,SUBJECT,formal sciences
2000,actuarial science,SUBJECT,insurance
2001,census,CLOSELY_RELATED_TO,descriptive statistics
2002,census,SUBJECT,censuses
2003,census,SUBJECT,demography
2004,census,SUBJECT,genealogy
2005,census,SUBJECT,latin words and phrases
2006,census,SUBJECT,population
2007,census,SUBJECT,sampling (statistics)
2008,census,SUBJECT,survey methodology
2009,crime statistics,CLOSELY_RELATED_TO,descriptive statistics
2010,crime statistics,SUBJECT,crime data
2011,crime statistics,SUBJECT,applied statistics
2012,crime statistics,SUBJECT,law enforcement
2013,demographic statistics,CLOSELY_RELATED_TO,descriptive statistics
2014,demographic statistics,SUBJECT,applied statistics
2015,demographic statistics,SUBJECT,demography
2016,demographic statistics,SUBJECT,population
2017,econometrics,CLOSELY_RELATED_TO,descriptive statistics
2018,econometrics,SUBJECT,econometrics
2019,econometrics,SUBJECT,formal sciences
2020,econometrics,SUBJECT,mathematical and quantitative methods (economics)
2021,jurimetrics,CLOSELY_RELATED_TO,descriptive statistics
2022,jurimetrics,SUBJECT,1949 introductions
2023,jurimetrics,SUBJECT,applied statistics
2024,jurimetrics,SUBJECT,law
2025,jurimetrics,SUBJECT,words coined in the 1940s
2026,national accounts,CLOSELY_RELATED_TO,descriptive statistics
2027,national accounts,SUBJECT,economic data
2028,national accounts,SUBJECT,national accounts
2029,national accounts,SUBJECT,official statistics
2030,official statistics,CLOSELY_RELATED_TO,descriptive statistics
2031,official statistics,SUBJECT,applied statistics
2032,official statistics,SUBJECT,demography
2033,official statistics,SUBJECT,marketing
2034,official statistics,SUBJECT,official statistics
2035,official statistics,SUBJECT,political communication
2036,official statistics,SUBJECT,survey methodology
2037,population statistics,CLOSELY_RELATED_TO,descriptive statistics
2038,population statistics,SUBJECT,population
2039,population statistics,SUBJECT,population statistics
2040,psychometrics,CLOSELY_RELATED_TO,descriptive statistics
2041,psychometrics,SUBJECT,applied psychology
2042,psychometrics,SUBJECT,branches of psychology
2043,psychometrics,SUBJECT,educational assessment and evaluation
2044,psychometrics,SUBJECT,educational psychology
2045,psychometrics,SUBJECT,educational research
2046,psychometrics,SUBJECT,psychological testing
2047,psychometrics,SUBJECT,psychometrics
2048,cartography,CLOSELY_RELATED_TO,descriptive statistics
2049,cartography,SUBJECT,cartography
2050,environmental statistics,CLOSELY_RELATED_TO,descriptive statistics
2051,environmental statistics,SUBJECT,environmental statistics
2052,environmental statistics,SUBJECT,applied statistics
2053,geographic information system,CLOSELY_RELATED_TO,descriptive statistics
2054,geographic information system,SUBJECT,geographic information systems
2055,geostatistics,CLOSELY_RELATED_TO,descriptive statistics
2056,geostatistics,SUBJECT,geostatistics
2057,kriging,CLOSELY_RELATED_TO,descriptive statistics
2058,kriging,SUBJECT,geostatistics
2059,kriging,SUBJECT,multivariate interpolation
2060,kriging,SUBJECT,interpolation
2061,gnd (identifier),CLOSELY_RELATED_TO,descriptive statistics
2062,point estimate,CLOSELY_RELATED_TO,statistical inference
2063,point estimate,SUBJECT,estimation theory
2064,point estimate,SUBJECT,statistical inference
2065,interval estimate,CLOSELY_RELATED_TO,statistical inference
2066,interval estimate,SUBJECT,estimation theory
2067,interval estimate,SUBJECT,statistical inference
2068,interval estimate,SUBJECT,statistical intervals
2069,confidence interval,CLOSELY_RELATED_TO,statistical inference
2070,confidence interval,SUBJECT,psephology
2071,confidence interval,SUBJECT,biostatistics
2072,confidence interval,SUBJECT,estimation theory
2073,confidence interval,SUBJECT,measurement
2074,confidence interval,SUBJECT,statistical inference
2075,confidence interval,SUBJECT,statistical intervals
2076,confidence interval,SUBJECT,quantitative marketing research
2077,frequency probability,CLOSELY_RELATED_TO,statistical inference
2078,frequency probability,SUBJECT,probability interpretations
2079,confidence level,CLOSELY_RELATED_TO,statistical inference
2080,confidence level,SUBJECT,psephology
2081,confidence level,SUBJECT,biostatistics
2082,confidence level,SUBJECT,estimation theory
2083,confidence level,SUBJECT,measurement
2084,confidence level,SUBJECT,statistical inference
2085,confidence level,SUBJECT,statistical intervals
2086,confidence level,SUBJECT,quantitative marketing research
2087,credible intervals,CLOSELY_RELATED_TO,statistical inference
2088,credible intervals,SUBJECT,bayesian statistics
2089,credible intervals,SUBJECT,statistical inference
2090,credible intervals,SUBJECT,statistical intervals
2091,statistical hypothesis testing,CLOSELY_RELATED_TO,statistical inference
2092,statistical hypothesis testing,SUBJECT,hypothesis testing
2093,statistical hypothesis testing,SUBJECT,design of experiments
2094,statistical hypothesis testing,SUBJECT,logic and statistics
2095,statistical hypothesis testing,SUBJECT,psychometrics
2096,statistical hypothesis testing,SUBJECT,statistical inference
2097,cluster analysis,CLOSELY_RELATED_TO,statistical inference
2098,cluster analysis,SUBJECT,data mining
2099,cluster analysis,SUBJECT,geostatistics
2100,cluster analysis,SUBJECT,cluster analysis
2101,statistical classification,CLOSELY_RELATED_TO,statistical inference
2102,statistical classification,SUBJECT,classification algorithms
2103,statistical classification,SUBJECT,machine learning
2104,statistical classification,SUBJECT,statistical classification
2105,parametric model,CLOSELY_RELATED_TO,statistical inference
2106,parametric model,SUBJECT,statistical models
2107,parametric model,SUBJECT,statistical theory
2108,simple random sample,CLOSELY_RELATED_TO,statistical inference
2109,simple random sample,SUBJECT,sampling techniques
2110,generalized linear model,CLOSELY_RELATED_TO,statistical inference
2111,generalized linear model,SUBJECT,actuarial science
2112,generalized linear model,SUBJECT,regression analysis
2113,generalized linear model,SUBJECT,statistical models
2114,generalized linear model,SUBJECT,generalized linear models
2115,nonparametric statistics,CLOSELY_RELATED_TO,statistical inference
2116,nonparametric statistics,SUBJECT,nonparametric statistics
2117,nonparametric statistics,SUBJECT,robust statistics
2118,nonparametric statistics,SUBJECT,statistical inference
2119,hodges–lehmann estimator,CLOSELY_RELATED_TO,statistical inference
2120,semiparametric model,CLOSELY_RELATED_TO,statistical inference
2121,semiparametric model,SUBJECT,statistical models
2122,semiparametric model,SUBJECT,statistical theory
2123,semiparametric model,SUBJECT,semi-parametric models
2124,heteroscedasticity,CLOSELY_RELATED_TO,statistical inference
2125,heteroscedasticity,SUBJECT,regression analysis
2126,heteroscedasticity,SUBJECT,statistical deviation and dispersion
2127,heteroscedasticity,SUBJECT,time series analysis
2128,cox model,CLOSELY_RELATED_TO,statistical inference
2129,cox model,SUBJECT,poisson processes
2130,cox model,SUBJECT,regression analysis
2131,cox model,SUBJECT,statistical models
2132,cox model,SUBJECT,survival analysis
2133,statistical model validation,CLOSELY_RELATED_TO,statistical inference
2134,statistical model validation,SUBJECT,regression analysis
2135,statistical model validation,SUBJECT,statistical inference
2136,statistical model validation,SUBJECT,statistical models
2137,statistical model validation,SUBJECT,regression diagnostics
2138,statistical distance,CLOSELY_RELATED_TO,statistical inference
2139,statistical distance,SUBJECT,statistical distance
2140,asymptotic theory (statistics),CLOSELY_RELATED_TO,statistical inference
2141,asymptotic theory (statistics),SUBJECT,asymptotic statistical theory
2142,asymptotic theory (statistics),SUBJECT,statistical theory
2143,approximation theory,CLOSELY_RELATED_TO,statistical inference
2144,approximation theory,SUBJECT,approximation theory
2145,approximation theory,SUBJECT,numerical analysis
2146,randomization,CLOSELY_RELATED_TO,statistical inference
2147,randomization,SUBJECT,design of experiments
2148,randomization,SUBJECT,randomness
2149,random sample,CLOSELY_RELATED_TO,statistical inference
2150,random sample,SUBJECT,sampling (statistics)
2151,random sample,SUBJECT,survey methodology
2152,random assignment,CLOSELY_RELATED_TO,statistical inference
2153,random assignment,SUBJECT,causal inference
2154,random assignment,SUBJECT,design of experiments
2155,random assignment,SUBJECT,experiments
2156,frequentist inference,CLOSELY_RELATED_TO,statistical inference
2157,frequentist inference,SUBJECT,statistical inference
2158,p-value,CLOSELY_RELATED_TO,statistical inference
2159,confidence interval,CLOSELY_RELATED_TO,statistical inference
2160,confidence interval,SUBJECT,psephology
2161,confidence interval,SUBJECT,biostatistics
2162,confidence interval,SUBJECT,estimation theory
2163,confidence interval,SUBJECT,measurement
2164,confidence interval,SUBJECT,statistical inference
2165,confidence interval,SUBJECT,statistical intervals
2166,confidence interval,SUBJECT,quantitative marketing research
2167,bayesian inference,CLOSELY_RELATED_TO,statistical inference
2168,bayesian inference,SUBJECT,bayesian inference
2169,bayesian inference,SUBJECT,statistical forecasting
2170,bayesian inference,SUBJECT,logic and statistics
2171,bayesian inference,SUBJECT,statistical inference
